Amount,Average,Candidates,Chamber,District,State,Year
"$14,495","$7,248",2,State Senate,23,Wyoming,2018
"$18,665","$9,333",2,State Senate,23,Wyoming,2014
"$3,818","$1,909",2,State Senate,23,Wyoming,2006
$144,$144,1,State Senate,23,Wyoming,2002
"$37,122","$5,303",7,State Senate,23,Wyoming,Total
"$7,500","$3,750",2,State Senate,24,Wyoming,2012
"$1,460","$1,460",1,State Senate,24,Wyoming,2008
"$15,459","$7,730",2,State Senate,24,Wyoming,2004
"$18,523","$6,174",3,State Senate,24,Wyoming,2000
"$42,942","$5,368",8,State Senate,24,Wyoming,Total
"$7,300","$7,300",1,State Senate,25,Wyoming,2018
"$21,548","$3,591",6,State Senate,25,Wyoming,2014
"$1,425",$713,2,State Senate,25,Wyoming,2010
"$3,263","$1,632",2,State Senate,25,Wyoming,2006
$25,$25,1,State Senate,25,Wyoming,2002
"$33,561","$2,797",12,State Senate,25,Wyoming,Total
"$39,626","$19,813",2,State Senate,26,Wyoming,2016
"$5,467","$5,467",1,State Senate,26,Wyoming,2012
$510,$510,1,State Senate,26,Wyoming,2010
"$7,174","$7,174",1,State Senate,26,Wyoming,2008
"$2,980","$2,980",1,State Senate,26,Wyoming,2004
"$2,220","$2,220",1,State Senate,26,Wyoming,2000
"$57,977","$8,282",7,State Senate,26,Wyoming,Total
"$5,470","$5,470",1,State Senate,27,Wyoming,2018
"$30,305","$15,153",2,State Senate,27,Wyoming,2014
"$4,935","$4,935",1,State Senate,27,Wyoming,2010
"$55,067","$27,534",2,State Senate,27,Wyoming,2008
$500,$500,1,State Senate,27,Wyoming,2006
"$5,000","$5,000",1,State Senate,27,Wyoming,2004
"$6,422","$6,422",1,State Senate,27,Wyoming,2002
"$107,699","$11,967",9,State Senate,27,Wyoming,Total
"$14,750","$7,375",2,State Senate,28,Wyoming,2016
"$50,194","$12,549",4,State Senate,28,Wyoming,2012
"$46,158","$23,079",2,State Senate,28,Wyoming,2008
$750,$750,1,State Senate,28,Wyoming,2006
"$44,483","$22,242",2,State Senate,28,Wyoming,2004
"$23,867","$11,934",2,State Senate,28,Wyoming,2000
"$180,202","$13,862",13,State Senate,28,Wyoming,Total
"$15,678","$15,678",1,State Senate,29,Wyoming,2018
"$47,251","$23,626",2,State Senate,29,Wyoming,2014
"$4,774","$4,774",1,State Senate,29,Wyoming,2010
"$54,462","$27,231",2,State Senate,29,Wyoming,2006
$25,$25,1,State Senate,29,Wyoming,2002
"$122,190","$17,456",7,State Senate,29,Wyoming,Total
"$8,315","$4,158",2,State Senate,30,Wyoming,2016
"$60,629","$30,315",2,State Senate,30,Wyoming,2012
"$17,392","$8,696",2,State Senate,30,Wyoming,2008
"$30,426","$10,142",3,State Senate,30,Wyoming,2004
"$16,726","$8,363",2,State Senate,30,Wyoming,2000
"$133,488","$12,135",11,State Senate,30,Wyoming,Total
"$6,205","$6,205",1,House of Representatives,1,Wyoming,2018
"$28,603","$9,534",3,House of Representatives,1,Wyoming,2016
"$17,592","$5,864",3,House of Representatives,1,Wyoming,2014
"$1,150","$1,150",1,House of Representatives,1,Wyoming,2012
$200,$200,1,House of Representatives,1,Wyoming,2010
"$2,050","$2,050",1,House of Representatives,1,Wyoming,2008
"$1,200","$1,200",1,House of Representatives,1,Wyoming,2006
"$9,480","$4,740",2,House of Representatives,1,Wyoming,2004
"$12,785","$4,262",3,House of Representatives,1,Wyoming,2002
"$14,608","$7,304",2,House of Representatives,1,Wyoming,2000
"$93,873","$5,215",18,House of Representatives,1,Wyoming,Total
$805,$805,1,House of Representatives,2,Wyoming,2018
"$2,950","$1,475",2,House of Representatives,2,Wyoming,2016
"$1,250","$1,250",1,House of Representatives,2,Wyoming,2014
"$2,879","$1,440",2,House of Representatives,2,Wyoming,2012
"$20,226","$6,742",3,House of Representatives,2,Wyoming,2010
"$2,850","$2,850",1,House of Representatives,2,Wyoming,2008
"$2,250","$2,250",1,House of Representatives,2,Wyoming,2006
"$13,205","$6,603",2,House of Representatives,2,Wyoming,2004
"$9,764","$4,882",2,House of Representatives,2,Wyoming,2002
$200,$200,1,House of Representatives,2,Wyoming,2000
"$56,379","$3,524",16,House of Representatives,2,Wyoming,Total
$250,$250,1,House of Representatives,3,Wyoming,2018
"$17,705","$8,853",2,House of Representatives,3,Wyoming,2016
"$14,771","$7,386",2,House of Representatives,3,Wyoming,2014
"$30,217","$15,109",2,House of Representatives,3,Wyoming,2012
"$36,314","$7,263",5,House of Representatives,3,Wyoming,2008
"$9,668","$3,223",3,House of Representatives,3,Wyoming,2006
"$1,291","$1,291",1,House of Representatives,3,Wyoming,2004
"$6,877","$3,439",2,House of Representatives,3,Wyoming,2002
"$1,600","$1,600",1,House of Representatives,3,Wyoming,2000
"$118,693","$6,247",19,House of Representatives,3,Wyoming,Total
"$3,905","$3,905",1,House of Representatives,4,Wyoming,2018
"$19,129","$6,376",3,House of Representatives,4,Wyoming,2016
"$2,950","$2,950",1,House of Representatives,4,Wyoming,2014
"$15,604","$3,901",4,House of Representatives,4,Wyoming,2012
"$4,825","$4,825",1,House of Representatives,4,Wyoming,2010
"$3,600","$3,600",1,House of Representatives,4,Wyoming,2008
$910,$910,1,House of Representatives,4,Wyoming,2006
"$1,275","$1,275",1,House of Representatives,4,Wyoming,2004
"$5,475","$2,738",2,House of Representatives,4,Wyoming,2002
$875,$875,1,House of Representatives,4,Wyoming,2000
"$58,548","$3,659",16,House of Representatives,4,Wyoming,Total
"$27,901","$6,975",4,House of Representatives,5,Wyoming,2018
$751,$751,1,House of Representatives,5,Wyoming,2016
"$22,272","$11,136",2,House of Representatives,5,Wyoming,2014
"$1,950","$1,950",1,House of Representatives,5,Wyoming,2012
$780,$780,1,House of Representatives,5,Wyoming,2010
"$6,455","$3,228",2,House of Representatives,5,Wyoming,2008
"$16,806","$5,602",3,House of Representatives,5,Wyoming,2006
"$5,874","$2,937",2,House of Representatives,5,Wyoming,2004
"$1,135",$227,5,House of Representatives,5,Wyoming,2002
"$4,632","$2,316",2,House of Representatives,5,Wyoming,2000
"$88,556","$3,850",23,House of Representatives,5,Wyoming,Total
$0,$0,1,House of Representatives,6,Wyoming,2018
"$13,684","$3,421",4,House of Representatives,6,Wyoming,2016
"$11,948","$2,987",4,House of Representatives,6,Wyoming,2014
"$6,051","$3,026",2,House of Representatives,6,Wyoming,2012
"$8,760","$4,380",2,House of Representatives,6,Wyoming,2010
"$12,596","$3,149",4,House of Representatives,6,Wyoming,2008
"$3,175","$3,175",1,House of Representatives,6,Wyoming,2006
"$1,775","$1,775",1,House of Representatives,6,Wyoming,2004
"$1,725","$1,725",1,House of Representatives,6,Wyoming,2002
"$2,875","$2,875",1,House of Representatives,6,Wyoming,2000
"$62,589","$2,980",21,House of Representatives,6,Wyoming,Total
"$14,266","$7,133",2,House of Representatives,7,Wyoming,2018
"$8,000","$4,000",2,House of Representatives,7,Wyoming,2016
"$1,150","$1,150",1,House of Representatives,7,Wyoming,2014
"$62,400","$20,800",3,House of Representatives,7,Wyoming,2012
"$10,070","$5,035",2,House of Representatives,7,Wyoming,2010
"$35,793","$8,948",4,House of Representatives,7,Wyoming,2008
"$16,631","$16,631",1,House of Representatives,7,Wyoming,2006
"$34,330","$11,443",3,House of Representatives,7,Wyoming,2004
"$2,450","$2,450",1,House of Representatives,7,Wyoming,2002
"$12,530","$6,265",2,House of Representatives,7,Wyoming,2000
"$197,620","$9,410",21,House of Representatives,7,Wyoming,Total
"$9,990","$4,995",2,House of Representatives,8,Wyoming,2018
"$42,551","$14,184",3,House of Representatives,8,Wyoming,2016
"$1,250","$1,250",1,House of Representatives,8,Wyoming,2014
"$21,611","$7,204",3,House of Representatives,8,Wyoming,2012
"$25,450","$8,483",3,House of Representatives,8,Wyoming,2010
"$39,658","$19,829",2,House of Representatives,8,Wyoming,2008
"$31,638","$15,819",2,House of Representatives,8,Wyoming,2006
"$41,103","$13,701",3,House of Representatives,8,Wyoming,2004
"$20,782","$6,927",3,House of Representatives,8,Wyoming,2002
"$14,275","$7,138",2,House of Representatives,8,Wyoming,2000
"$248,308","$10,346",24,House of Representatives,8,Wyoming,Total
"$2,880","$2,880",1,House of Representatives,9,Wyoming,2018
"$23,183","$7,728",3,House of Representatives,9,Wyoming,2016
"$15,682","$5,227",3,House of Representatives,9,Wyoming,2014
"$19,626","$4,907",4,House of Representatives,9,Wyoming,2012
"$1,675","$1,675",1,House of Representatives,9,Wyoming,2010
"$22,107","$7,369",3,House of Representatives,9,Wyoming,2008
"$14,534","$7,267",2,House of Representatives,9,Wyoming,2006
"$20,275","$5,069",4,House of Representatives,9,Wyoming,2004
"$7,022","$3,511",2,House of Representatives,9,Wyoming,2002
"$6,452","$3,226",2,House of Representatives,9,Wyoming,2000
"$133,436","$5,337",25,House of Representatives,9,Wyoming,Total
"$4,020","$2,010",2,House of Representatives,10,Wyoming,2018
"$5,686","$1,895",3,House of Representatives,10,Wyoming,2016
"$35,380","$8,845",4,House of Representatives,10,Wyoming,2014
"$2,950","$2,950",1,House of Representatives,10,Wyoming,2012
"$16,150","$8,075",2,House of Representatives,10,Wyoming,2010
"$31,863","$7,966",4,House of Representatives,10,Wyoming,2008
"$8,099","$4,050",2,House of Representatives,10,Wyoming,2006
"$18,147","$4,537",4,House of Representatives,10,Wyoming,2004
"$1,250","$1,250",1,House of Representatives,10,Wyoming,2002
$995,$995,1,House of Representatives,10,Wyoming,2000
"$124,540","$5,189",24,House of Representatives,10,Wyoming,Total
"$29,079","$14,539",2,House of Representatives,11,Wyoming,2018
"$48,706","$24,353",2,House of Representatives,11,Wyoming,2016
"$32,449","$16,225",2,House of Representatives,11,Wyoming,2014
"$26,881","$13,441",2,House of Representatives,11,Wyoming,2012
"$8,325","$8,325",1,House of Representatives,11,Wyoming,2010
"$7,434","$7,434",1,House of Representatives,11,Wyoming,2008
"$35,483","$8,871",4,House of Representatives,11,Wyoming,2006
"$11,475","$5,738",2,House of Representatives,11,Wyoming,2004
"$14,866","$7,433",2,House of Representatives,11,Wyoming,2002
"$1,480","$1,480",1,House of Representatives,11,Wyoming,2000
"$216,178","$11,378",19,House of Representatives,11,Wyoming,Total
"$10,046","$5,023",2,House of Representatives,12,Wyoming,2018
"$25,809","$8,603",3,House of Representatives,12,Wyoming,2016
"$27,024","$13,512",2,House of Representatives,12,Wyoming,2014
"$15,848","$7,924",2,House of Representatives,12,Wyoming,2012
"$15,132","$7,566",2,House of Representatives,12,Wyoming,2010
"$34,033","$17,017",2,House of Representatives,12,Wyoming,2008
"$14,115","$4,705",3,House of Representatives,12,Wyoming,2006
$250,$250,1,House of Representatives,12,Wyoming,2004
"$4,278","$2,139",2,House of Representatives,12,Wyoming,2002
"$5,174","$2,587",2,House of Representatives,12,Wyoming,2000
"$151,709","$7,224",21,House of Representatives,12,Wyoming,Total
"$2,249","$2,249",1,House of Representatives,13,Wyoming,2018
"$17,809","$8,905",2,House of Representatives,13,Wyoming,2016
"$4,675","$4,675",1,House of Representatives,13,Wyoming,2014
"$2,725","$2,725",1,House of Representatives,13,Wyoming,2012
"$3,580","$3,580",1,House of Representatives,13,Wyoming,2010
"$13,100","$13,100",1,House of Representatives,13,Wyoming,2008
"$1,075","$1,075",1,House of Representatives,13,Wyoming,2006
"$2,606","$2,606",1,House of Representatives,13,Wyoming,2004
"$10,305","$5,153",2,House of Representatives,13,Wyoming,2002
"$1,888",$944,2,House of Representatives,13,Wyoming,2000
"$60,012","$4,616",13,House of Representatives,13,Wyoming,Total
"$13,600","$4,533",3,House of Representatives,14,Wyoming,2018
"$18,219","$9,110",2,House of Representatives,14,Wyoming,2016
"$7,034","$7,034",1,House of Representatives,14,Wyoming,2014
"$13,726","$6,863",2,House of Representatives,14,Wyoming,2012
"$6,456","$3,228",2,House of Representatives,14,Wyoming,2010
"$13,566","$6,783",2,House of Representatives,14,Wyoming,2008
$825,$825,1,House of Representatives,14,Wyoming,2006
"$12,285","$3,071",4,House of Representatives,14,Wyoming,2004
"$8,177","$4,089",2,House of Representatives,14,Wyoming,2002
"$11,794","$5,897",2,House of Representatives,14,Wyoming,2000
"$105,682","$5,032",21,House of Representatives,14,Wyoming,Total
"$18,033","$9,017",2,House of Representatives,15,Wyoming,2016
"$9,600","$9,600",1,House of Representatives,15,Wyoming,2014
"$20,497","$10,249",2,House of Representatives,15,Wyoming,2012
"$15,026","$7,513",2,House of Representatives,15,Wyoming,2010
"$2,700","$2,700",1,House of Representatives,15,Wyoming,2008
"$9,973","$4,987",2,House of Representatives,15,Wyoming,2006
"$10,512","$5,256",2,House of Representatives,15,Wyoming,2004
"$7,050","$3,525",2,House of Representatives,15,Wyoming,2002
"$7,571","$3,786",2,House of Representatives,15,Wyoming,2000
"$100,962","$6,310",16,House of Representatives,15,Wyoming,Total
"$27,525","$13,763",2,House of Representatives,16,Wyoming,2018
"$5,070","$5,070",1,House of Representatives,16,Wyoming,2016
"$4,250","$4,250",1,House of Representatives,16,Wyoming,2014
"$32,360","$16,180",2,House of Representatives,16,Wyoming,2012
"$61,284","$20,428",3,House of Representatives,16,Wyoming,2010
"$38,650","$19,325",2,House of Representatives,16,Wyoming,2008
"$51,535","$17,178",3,House of Representatives,16,Wyoming,2006
"$2,525","$2,525",1,House of Representatives,16,Wyoming,2004
"$44,133","$22,067",2,House of Representatives,16,Wyoming,2002
"$3,902","$1,951",2,House of Representatives,16,Wyoming,2000
"$271,234","$14,275",19,House of Representatives,16,Wyoming,Total
"$11,625","$5,813",2,House of Representatives,17,Wyoming,2018
"$4,050","$4,050",1,House of Representatives,17,Wyoming,2016
"$20,980","$10,490",2,House of Representatives,17,Wyoming,2014
"$13,293","$4,431",3,House of Representatives,17,Wyoming,2012
"$11,163","$5,582",2,House of Representatives,17,Wyoming,2010
"$17,922","$8,961",2,House of Representatives,17,Wyoming,2008
"$2,155","$2,155",1,House of Representatives,17,Wyoming,2006
"$11,425","$5,713",2,House of Representatives,17,Wyoming,2004
"$28,379","$14,190",2,House of Representatives,17,Wyoming,2002
"$13,511","$6,756",2,House of Representatives,17,Wyoming,2000
"$134,503","$7,079",19,House of Representatives,17,Wyoming,Total
"$3,899","$1,950",2,House of Representatives,18,Wyoming,2018
"$14,547","$2,425",6,House of Representatives,18,Wyoming,2016
"$18,152","$6,051",3,House of Representatives,18,Wyoming,2014
"$7,300","$7,300",1,House of Representatives,18,Wyoming,2012
"$3,300","$3,300",1,House of Representatives,18,Wyoming,2010
"$14,782","$7,391",2,House of Representatives,18,Wyoming,2008
"$7,983","$3,992",2,House of Representatives,18,Wyoming,2006
"$1,680","$1,680",1,House of Representatives,18,Wyoming,2004
"$10,309","$3,436",3,House of Representatives,18,Wyoming,2002
"$9,787","$4,894",2,House of Representatives,18,Wyoming,2000
"$91,739","$3,989",23,House of Representatives,18,Wyoming,Total
"$10,700","$5,350",2,House of Representatives,19,Wyoming,2018
"$2,850","$1,425",2,House of Representatives,19,Wyoming,2016
"$14,680","$4,893",3,House of Representatives,19,Wyoming,2014
"$18,728","$6,243",3,House of Representatives,19,Wyoming,2012
"$9,121","$4,561",2,House of Representatives,19,Wyoming,2010
"$3,420","$3,420",1,House of Representatives,19,Wyoming,2008
"$2,450","$2,450",1,House of Representatives,19,Wyoming,2006
"$3,477","$3,477",1,House of Representatives,19,Wyoming,2004
"$8,885","$4,443",2,House of Representatives,19,Wyoming,2002
"$13,937","$4,646",3,House of Representatives,19,Wyoming,2000
"$88,248","$4,412",20,House of Representatives,19,Wyoming,Total
"$5,000","$5,000",1,House of Representatives,20,Wyoming,2018
"$7,850","$3,925",2,House of Representatives,20,Wyoming,2016
"$5,000","$5,000",1,House of Representatives,20,Wyoming,2014
"$8,150","$8,150",1,House of Representatives,20,Wyoming,2012
"$6,851","$6,851",1,House of Representatives,20,Wyoming,2010
"$5,646","$5,646",1,House of Representatives,20,Wyoming,2008
"$3,148","$3,148",1,House of Representatives,20,Wyoming,2006
"$6,103","$3,052",2,House of Representatives,20,Wyoming,2004
"$6,041","$3,021",2,House of Representatives,20,Wyoming,2002
"$12,901","$4,300",3,House of Representatives,20,Wyoming,2000
"$66,690","$4,446",15,House of Representatives,20,Wyoming,Total
"$1,050","$1,050",1,House of Representatives,21,Wyoming,2018
$395,$198,2,House of Representatives,21,Wyoming,2016
$441,$441,1,House of Representatives,21,Wyoming,2014
"$1,159","$1,159",1,House of Representatives,21,Wyoming,2012
$161,$161,1,House of Representatives,21,Wyoming,2010
"$1,200","$1,200",1,House of Representatives,21,Wyoming,2008
"$9,604","$4,802",2,House of Representatives,21,Wyoming,2006
"$11,781","$11,781",1,House of Representatives,21,Wyoming,2004
"$4,167","$4,167",1,House of Representatives,21,Wyoming,2002
"$1,920","$1,920",1,House of Representatives,21,Wyoming,2000
"$31,878","$2,657",12,House of Representatives,21,Wyoming,Total
"$57,444","$19,148",3,House of Representatives,22,Wyoming,2018
"$39,682","$9,921",4,House of Representatives,22,Wyoming,2016
"$34,421","$17,211",2,House of Representatives,22,Wyoming,2014
"$55,459","$27,730",2,House of Representatives,22,Wyoming,2012
"$31,787","$15,894",2,House of Representatives,22,Wyoming,2010
"$64,766","$21,589",3,House of Representatives,22,Wyoming,2008
"$5,550","$5,550",1,House of Representatives,22,Wyoming,2006
"$3,595","$3,595",1,House of Representatives,22,Wyoming,2004
"$19,150","$6,383",3,House of Representatives,22,Wyoming,2002
"$311,854","$14,850",21,House of Representatives,22,Wyoming,Total
"$34,446","$17,223",2,House of Representatives,23,Wyoming,2018
"$7,225","$7,225",1,House of Representatives,23,Wyoming,2016
"$50,750","$16,917",3,House of Representatives,23,Wyoming,2014
"$2,200","$2,200",1,House of Representatives,23,Wyoming,2012
$851,$851,1,House of Representatives,23,Wyoming,2010
"$2,556","$2,556",1,House of Representatives,23,Wyoming,2008
"$1,575","$1,575",1,House of Representatives,23,Wyoming,2006
"$44,164","$11,041",4,House of Representatives,23,Wyoming,2004
"$1,740","$1,740",1,House of Representatives,23,Wyoming,2002
"$1,777","$1,777",1,House of Representatives,23,Wyoming,2000
"$147,284","$9,205",16,House of Representatives,23,Wyoming,Total
"$18,369","$4,592",4,House of Representatives,24,Wyoming,2018
"$14,000","$3,500",4,House of Representatives,24,Wyoming,2016
"$23,185","$11,593",2,House of Representatives,24,Wyoming,2014
"$3,550","$3,550",1,House of Representatives,24,Wyoming,2012
"$43,707","$14,569",3,House of Representatives,24,Wyoming,2010
"$5,200","$5,200",1,House of Representatives,24,Wyoming,2008
"$2,525","$2,525",1,House of Representatives,24,Wyoming,2006
"$2,025","$2,025",1,House of Representatives,24,Wyoming,2004
"$2,600","$2,600",1,House of Representatives,24,Wyoming,2002
"$1,525","$1,525",1,House of Representatives,24,Wyoming,2000
"$116,686","$6,141",19,House of Representatives,24,Wyoming,Total
"$2,005","$2,005",1,House of Representatives,25,Wyoming,2018
"$16,839","$5,613",3,House of Representatives,25,Wyoming,2016
"$3,225","$1,613",2,House of Representatives,25,Wyoming,2014
"$10,881","$3,627",3,House of Representatives,25,Wyoming,2012
"$7,731","$2,577",3,House of Representatives,25,Wyoming,2010
$825,$825,1,House of Representatives,25,Wyoming,2008
$52,$52,1,House of Representatives,25,Wyoming,2006
$130,$130,1,House of Representatives,25,Wyoming,2004
$117,$117,1,House of Representatives,25,Wyoming,2002
$42,$42,1,House of Representatives,25,Wyoming,2000
"$41,847","$2,462",17,House of Representatives,25,Wyoming,Total
"$1,000","$1,000",1,House of Representatives,26,Wyoming,2018
"$11,487","$2,297",5,House of Representatives,26,Wyoming,2016
"$10,429","$5,215",2,House of Representatives,26,Wyoming,2014
"$15,648","$7,824",2,House of Representatives,26,Wyoming,2012
"$2,275","$2,275",1,House of Representatives,26,Wyoming,2010
"$2,675","$2,675",1,House of Representatives,26,Wyoming,2008
"$1,797","$1,797",1,House of Representatives,26,Wyoming,2006
"$4,100","$4,100",1,House of Representatives,26,Wyoming,2004
"$6,740","$3,370",2,House of Representatives,26,Wyoming,2002
"$8,869","$2,956",3,House of Representatives,26,Wyoming,2000
"$65,020","$3,422",19,House of Representatives,26,Wyoming,Total
"$2,850","$2,850",1,House of Representatives,27,Wyoming,2018
"$5,800","$2,900",2,House of Representatives,27,Wyoming,2016
"$4,100","$4,100",1,House of Representatives,27,Wyoming,2014
$500,$500,1,House of Representatives,27,Wyoming,2012
"$5,850","$5,850",1,House of Representatives,27,Wyoming,2010
$100,$100,1,House of Representatives,27,Wyoming,2008
"$2,875","$2,875",1,House of Representatives,27,Wyoming,2006
"$19,683","$9,842",2,House of Representatives,27,Wyoming,2004
"$1,329","$1,329",1,House of Representatives,27,Wyoming,2002
"$1,067","$1,067",1,House of Representatives,27,Wyoming,2000
"$44,154","$3,680",12,House of Representatives,27,Wyoming,Total
